customer_id,churned,churn_date,churn_reason
CUST000099,True,2026-03-02,Found alternative platform
CUST000100,False,,
CUST000101,False,,
CUST000102,False,,
CUST000103,False,,
CUST000104,True,2025-10-27,Technical issues
CUST000105,False,,
CUST000106,False,,
CUST000107,False,,
CUST000108,True,2026-03-20,Too expensive
CUST000109,False,,
CUST000110,True,2026-02-25,Found alternative platform
CUST000111,True,2026-06-13,Too expensive
CUST000112,False,,
CUST000113,True,2025-12-09,Poor customer service experience
CUST000114,True,2026-02-27,Poor customer service experience
CUST000115,False,,
CUST000116,False,,
CUST000117,False,,
CUST000118,False,,
CUST000119,True,2026-02-27,Found alternative platform
CUST000120,False,,
CUST000121,False,,
CUST000122,False,,
CUST000123,False,,
CUST000124,False,,
CUST000125,True,2025-11-17,Too expensive
CUST000126,True,2025-10-11,Too expensive
CUST000127,False,,
CUST000128,False,,
CUST000129,False,,
CUST000130,False,,
CUST000131,False,,
CUST000132,True,2026-01-19,Found alternative platform
CUST000133,True,2026-06-25,Poor customer service experience
CUST000134,False,,
CUST000135,False,,
CUST000136,False,,
CUST000137,True,2026-01-10,Found alternative platform
CUST000138,True,2025-11-09,Not enough content
CUST000139,False,,
CUST000140,False,,
CUST000141,True,2026-06-01,Found alternative platform
CUST000142,False,,
CUST000143,True,2025-12-27,Not enough content
CUST000144,False,,
CUST000145,False,,
CUST000146,True,2025-12-26,Household budget cuts
CUST000147,False,,
CUST000148,False,,
CUST000149,True,2026-05-20,Found alternative platform
CUST000150,False,,
CUST000151,False,,
CUST000152,True,2026-03-03,Too expensive
CUST000153,False,,
CUST000154,False,,
CUST000155,True,2025-12-17,Technical issues
CUST000156,False,,
CUST000157,False,,
CUST000158,False,,
CUST000159,False,,
CUST000160,True,2026-03-18,Too expensive
CUST000161,True,2025-12-04,Found alternative platform
CUST000162,False,,
CUST000163,False,,
CUST000164,False,,
CUST000165,False,,
CUST000166,True,2026-04-19,Found alternative platform
CUST000167,False,,
CUST000168,False,,
CUST000169,False,,
CUST000170,False,,
CUST000171,True,2026-05-19,Password sharing crackdown
CUST000172,True,2026-02-22,Payment issues
CUST000173,False,,
CUST000174,False,,
CUST000175,False,,
CUST000176,False,,
CUST000177,False,,
CUST000178,False,,
CUST000179,False,,
CUST000180,True,2026-06-04,Content quality decline
CUST000181,False,,
CUST000182,False,,
CUST000183,True,2026-06-14,Too expensive
CUST000184,True,2026-01-27,Not enough content
CUST000185,False,,
CUST000186,False,,
CUST000187,True,2026-06-19,Moving / relocation
CUST000188,False,,
CUST000189,False,,
CUST000190,False,,
CUST000191,True,2026-06-28,No longer needed
CUST000192,True,2026-05-28,Content quality decline
CUST000193,False,,
CUST000194,False,,
CUST000195,False,,
CUST000196,False,,
CUST000197,True,2026-02-18,Too expensive
CUST000198,False,,
CUST000199,False,,
CUST000200,False,,
CUST000201,False,,
CUST000202,False,,
CUST000203,False,,
CUST000204,False,,
CUST000205,True,2026-04-05,Found alternative platform
CUST000206,False,,
CUST000207,False,,
CUST000208,False,,
CUST000209,False,,
CUST000210,True,2025-12-05,Technical issues
CUST000211,False,,
CUST000212,False,,
CUST000213,False,,
CUST000214,False,,
CUST000215,False,,
CUST000216,False,,
CUST000217,False,,
CUST000218,False,,
CUST000219,False,,
CUST000220,False,,
CUST000221,True,2025-12-31,Not enough content
CUST000222,True,2026-04-23,Not enough content
CUST000223,False,,
CUST000224,False,,
CUST000225,True,2025-12-18,Password sharing crackdown
CUST000226,True,2026-03-21,No longer needed
CUST000227,False,,
CUST000228,False,,
CUST000229,False,,
CUST000230,False,,
CUST000231,False,,
CUST000232,True,2026-04-11,Moving / relocation
CUST000233,False,,
CUST000234,True,2026-04-13,Technical issues
CUST000235,False,,
CUST000236,False,,
CUST000237,True,2026-02-03,Too expensive
CUST000238,False,,
CUST000239,False,,
CUST000240,False,,
CUST000241,False,,
CUST000242,True,2026-02-24,Not enough content
CUST000243,True,2026-01-08,Too expensive
CUST000244,False,,
CUST000245,False,,
CUST000246,False,,
CUST000247,True,2026-04-10,Not enough content
CUST000248,False,,
CUST000249,False,,
CUST000250,False,,
CUST000251,False,,
CUST000252,False,,
CUST000253,False,,
CUST000254,False,,
CUST000255,True,2025-11-08,Password sharing crackdown
CUST000256,False,,
CUST000257,False,,
CUST000258,False,,
CUST000259,True,2026-02-10,Poor customer service experience
CUST000260,False,,
CUST000261,False,,
CUST000262,False,,
CUST000263,False,,
CUST000264,True,2025-10-05,Household budget cuts
CUST000265,False,,
CUST000266,False,,
CUST000267,False,,
CUST000268,True,2026-01-29,Found alternative platform
CUST000269,True,2026-05-29,Too expensive
CUST000270,False,,
CUST000271,True,2025-10-30,Poor customer service experience
CUST000272,False,,
CUST000273,False,,
CUST000274,False,,
CUST000275,False,,
CUST000276,False,,
CUST000277,False,,
CUST000278,False,,
CUST000279,False,,
CUST000280,False,,
CUST000281,False,,
CUST000282,False,,
CUST000283,True,2026-04-22,Poor customer service experience
CUST000284,False,,
CUST000285,True,2025-10-18,Not enough content
CUST000286,False,,
CUST000287,True,2025-11-29,No longer needed
CUST000288,False,,
CUST000289,False,,
CUST000290,True,2026-03-23,Not enough content
CUST000291,False,,
CUST000292,False,,
CUST000293,False,,
CUST000294,False,,
CUST000295,True,2025-12-10,Technical issues
CUST000296,True,2025-12-07,Found alternative platform
CUST000297,False,,
CUST000298,False,,
CUST000299,True,2026-01-02,No longer needed
CUST000300,True,2026-05-26,Technical issues
CUST000301,False,,
CUST000302,True,2026-05-17,Password sharing crackdown
CUST000303,True,2026-04-14,Content quality decline
CUST000304,False,,
CUST000305,True,2026-03-08,Not enough content
CUST000306,False,,
CUST000307,False,,
CUST000308,False,,
CUST000309,False,,
CUST000310,True,2025-10-15,Too expensive
CUST000311,False,,
CUST000312,True,2026-06-08,No longer needed
CUST000313,False,,
CUST000314,True,2026-03-11,Not enough content
CUST000315,False,,
CUST000316,False,,
CUST000317,True,2026-05-18,Content quality decline
CUST000318,True,2026-02-08,Not enough content
CUST000319,False,,
CUST000320,False,,
CUST000321,False,,
CUST000322,True,2026-05-12,No longer needed
CUST000323,False,,
CUST000324,False,,
CUST000325,False,,
CUST000326,False,,
CUST000327,False,,
CUST000328,True,2026-01-07,No longer needed
CUST000329,False,,
CUST000330,True,2026-02-24,Not enough content
CUST000331,True,2025-11-12,Payment issues
CUST000332,False,,
CUST000333,True,2025-11-16,Not enough content
CUST000334,False,,
CUST000335,True,2025-10-30,Content quality decline
CUST000336,False,,
CUST000337,True,2025-12-23,Too expensive
CUST000338,False,,
CUST000339,False,,
CUST000340,False,,
CUST000341,False,,
CUST000342,False,,
CUST000343,False,,
CUST000344,False,,
CUST000345,True,2026-05-23,Found alternative platform
CUST000346,False,,
CUST000347,False,,
CUST000348,False,,
CUST000349,False,,
CUST000350,False,,
CUST000351,False,,
CUST000352,True,2026-04-28,Payment issues
CUST000353,True,2026-05-30,Technical issues
CUST000354,False,,
CUST000355,False,,
CUST000356,False,,
CUST000357,False,,
CUST000358,False,,
CUST000359,False,,
CUST000360,False,,
CUST000361,True,2026-04-17,Found alternative platform
CUST000362,False,,
CUST000363,False,,
CUST000364,True,2026-05-31,Not enough content
CUST000365,False,,
CUST000366,False,,
CUST000367,False,,
CUST000368,False,,
CUST000369,False,,
CUST000370,True,2026-06-28,Too expensive
CUST000371,False,,
CUST000372,False,,
CUST000373,False,,
CUST000374,True,2026-03-12,Payment issues
CUST000375,False,,
CUST000376,False,,
CUST000377,False,,
CUST000378,False,,
CUST000379,False,,
CUST000380,False,,
CUST000381,False,,
CUST000382,True,2025-11-15,No longer needed
CUST000383,True,2026-01-10,Poor customer service experience
CUST000384,True,2026-01-04,Not enough content
CUST000385,False,,
CUST000386,False,,
CUST000387,True,2026-03-27,Not enough content
CUST000388,True,2026-06-19,Too expensive
CUST000389,False,,
CUST000390,False,,
CUST000391,False,,
CUST000392,False,,
CUST000393,False,,
CUST000394,True,2026-03-12,No longer needed
CUST000395,False,,
CUST000396,False,,
CUST000397,False,,
CUST000398,False,,
CUST000399,True,2026-06-08,Household budget cuts
CUST000400,False,,
CUST000401,False,,
CUST000402,True,2026-06-10,Too expensive
CUST000403,False,,
CUST000404,False,,
CUST000405,False,,
CUST000406,True,2026-03-13,Too expensive
CUST000407,False,,
CUST000408,True,2025-10-16,Household budget cuts
CUST000409,False,,
CUST000410,False,,
CUST000411,False,,
CUST000412,True,2026-03-01,Content quality decline
CUST000413,False,,
CUST000414,False,,
CUST000415,False,,
CUST000416,False,,
CUST000417,False,,
CUST000418,False,,
CUST000419,False,,
CUST000420,True,2026-02-23,Too expensive
CUST000421,False,,
CUST000422,False,,
CUST000423,False,,
CUST000424,False,,
CUST000425,False,,
CUST000426,False,,
CUST000427,False,,
CUST000428,True,2026-01-01,Payment issues
CUST000429,False,,
CUST000430,False,,
CUST000431,False,,
CUST000432,False,,
CUST000433,False,,
CUST000434,True,2025-12-29,Found alternative platform
CUST000435,False,,
CUST000436,False,,
CUST000437,False,,
CUST000438,False,,
CUST000439,False,,
CUST000440,False,,
CUST000441,False,,
CUST000442,False,,
CUST000443,False,,
CUST000444,False,,
CUST000445,True,2026-02-11,No longer needed
CUST000446,False,,
CUST000447,False,,
CUST000448,False,,
CUST000449,True,2026-01-18,Too expensive
CUST000450,False,,
CUST000451,False,,
CUST000452,False,,
CUST000453,False,,
CUST000454,False,,
CUST000455,False,,
CUST000456,False,,
CUST000457,False,,
CUST000458,False,,
CUST000459,False,,
CUST000460,False,,
CUST000461,True,2025-12-24,No longer needed
CUST000462,False,,
CUST000463,False,,
CUST000464,False,,
CUST000465,False,,
CUST000466,False,,
CUST000467,True,2026-06-29,Too expensive
CUST000468,False,,
CUST000469,False,,
CUST000470,False,,
CUST000471,False,,
CUST000472,True,2026-03-14,Found alternative platform
CUST000473,True,2026-04-09,Poor customer service experience
CUST000474,False,,
CUST000475,False,,
CUST000476,False,,
CUST000477,False,,
CUST000478,True,2025-10-09,Moving / relocation
CUST000479,True,2025-12-18,Poor customer service experience
CUST000480,True,2026-06-21,Moving / relocation
CUST000481,False,,
CUST000482,False,,
CUST000483,False,,
CUST000484,False,,
CUST000485,False,,
CUST000486,False,,
CUST000487,True,2026-03-12,Too expensive
CUST000488,False,,
CUST000489,False,,
CUST000490,False,,
CUST000491,True,2025-12-22,Poor customer service experience
CUST000492,False,,
CUST000493,True,2026-06-20,Content quality decline
CUST000494,False,,
CUST000495,False,,
CUST000496,False,,
CUST000497,True,2025-10-18,Not enough content
CUST000498,False,,
CUST000499,True,2025-10-03,Password sharing crackdown
CUST000500,False,,
CUST000501,True,2026-04-20,Technical issues
CUST000502,False,,
CUST000503,False,,
CUST000504,False,,
CUST000505,False,,
CUST000506,False,,
CUST000507,False,,
CUST000508,False,,
CUST000509,False,,
CUST000510,True,2026-03-01,Too expensive
CUST000511,False,,
CUST000512,False,,
CUST000513,False,,
CUST000514,False,,
CUST000515,False,,
CUST000516,False,,
CUST000517,False,,
CUST000518,False,,
CUST000519,False,,
CUST000520,True,2026-06-10,Technical issues
CUST000521,False,,
CUST000522,True,2025-10-31,Poor customer service experience
CUST000523,False,,
CUST000524,False,,
CUST000525,True,2025-12-01,Not enough content
CUST000526,True,2026-03-15,Found alternative platform
CUST000527,True,2026-04-17,No longer needed
CUST000528,True,2026-03-26,Technical issues
CUST000529,False,,
CUST000530,True,2026-02-14,Poor customer service experience
CUST000531,False,,
CUST000532,False,,
CUST000533,False,,
CUST000534,False,,
CUST000535,True,2026-04-16,Payment issues
CUST000536,False,,
CUST000537,True,2026-06-19,No longer needed
CUST000538,False,,
CUST000539,False,,
CUST000540,True,2026-05-14,Not enough content
CUST000541,False,,
CUST000542,False,,
CUST000543,True,2026-05-10,Too expensive
CUST000544,False,,
CUST000545,False,,
CUST000546,False,,
CUST000547,False,,
CUST000548,False,,
CUST000549,True,2025-11-04,Not enough content
CUST000550,False,,
CUST000551,False,,
CUST000552,False,,
CUST000553,True,2026-05-07,Content quality decline
CUST000554,True,2025-10-15,Found alternative platform
CUST000555,False,,
CUST000556,False,,
CUST000557,False,,
CUST000558,True,2026-06-10,Not enough content
CUST000559,True,2026-04-03,Found alternative platform
CUST000560,False,,
CUST000561,True,2026-04-23,Too expensive
CUST000562,False,,
CUST000563,False,,
CUST000564,True,2026-03-17,Moving / relocation
CUST000565,False,,
CUST000566,False,,
CUST000567,False,,
CUST000568,False,,
CUST000569,False,,
CUST000570,False,,
CUST000571,False,,
CUST000572,False,,
CUST000573,True,2026-06-07,Password sharing crackdown
CUST000574,False,,
CUST000575,True,2025-10-27,Content quality decline
CUST000576,False,,
CUST000577,False,,
CUST000578,False,,
CUST000579,False,,
CUST000580,True,2026-05-05,No longer needed
CUST000581,False,,
CUST000582,False,,
CUST000583,False,,
CUST000584,False,,
CUST000585,False,,
CUST000586,False,,
CUST000587,False,,
CUST000588,True,2026-04-23,Too expensive
CUST000589,False,,
CUST000590,False,,
CUST000591,False,,
CUST000592,False,,
CUST000593,True,2026-03-10,Not enough content
CUST000594,False,,
CUST000595,False,,
CUST000596,False,,
CUST000597,False,,
CUST000598,False,,
CUST000599,False,,
CUST000600,False,,
CUST000601,False,,
CUST000602,False,,
CUST000603,True,2025-11-26,Password sharing crackdown
CUST000604,False,,
CUST000605,False,,
CUST000606,False,,
CUST000607,True,2025-10-10,Technical issues
CUST000608,False,,
CUST000609,False,,
CUST000610,False,,
CUST000611,False,,
CUST000612,False,,
CUST000613,False,,
CUST000614,False,,
CUST000615,True,2026-02-21,No longer needed
CUST000616,False,,
CUST000617,False,,
CUST000618,False,,
CUST000619,True,2026-03-19,Too expensive
CUST000620,False,,
CUST000621,True,2026-03-14,Too expensive
CUST000622,True,2026-05-04,Not enough content
CUST000623,True,2026-05-18,No longer needed
CUST000624,False,,
CUST000625,False,,
CUST000626,False,,
CUST000627,False,,
CUST000628,True,2026-03-06,Moving / relocation
CUST000629,True,2026-06-04,Household budget cuts
CUST000630,False,,
CUST000631,True,2026-02-09,Moving / relocation
CUST000632,False,,
CUST000633,False,,
CUST000634,False,,
CUST000635,False,,
CUST000636,False,,
CUST000637,True,2026-02-16,Too expensive
CUST000638,False,,
CUST000639,False,,
CUST000640,False,,
CUST000641,False,,
CUST000642,False,,
CUST000643,False,,
CUST000644,False,,
CUST000645,False,,
CUST000646,False,,
CUST000647,False,,
CUST000648,False,,
CUST000649,False,,
CUST000650,False,,
CUST000651,True,2026-05-31,Moving / relocation
CUST000652,True,2026-04-11,Poor customer service experience
CUST000653,True,2025-12-20,No longer needed
CUST000654,True,2026-06-01,Content quality decline
CUST000655,True,2026-02-13,Content quality decline
CUST000656,True,2025-10-19,No longer needed
CUST000657,True,2025-10-17,Found alternative platform
CUST000658,False,,
CUST000659,False,,
CUST000660,True,2026-05-06,Poor customer service experience
CUST000661,False,,
CUST000662,False,,
CUST000663,True,2026-01-05,Payment issues
CUST000664,False,,
CUST000665,True,2026-05-15,Too expensive
CUST000666,False,,
CUST000667,False,,
CUST000668,False,,
CUST000669,True,2026-06-19,Too expensive
CUST000670,True,2025-12-02,Too expensive
CUST000671,True,2025-12-16,Too expensive
CUST000672,False,,
CUST000673,False,,
CUST000674,False,,
CUST000675,False,,
CUST000676,False,,
CUST000677,True,2025-10-20,Payment issues
CUST000678,False,,
CUST000679,False,,
CUST000680,True,2026-04-30,Not enough content
CUST000681,False,,
CUST000682,False,,
CUST000683,False,,
CUST000684,False,,
CUST000685,True,2026-06-20,Content quality decline
CUST000686,False,,
CUST000687,False,,
CUST000688,False,,
CUST000689,False,,
CUST000690,False,,
CUST000691,False,,
CUST000692,False,,
CUST000693,False,,
CUST000694,False,,
CUST000695,False,,
CUST000696,False,,
CUST000697,False,,
CUST000698,False,,
CUST000699,False,,
CUST000700,False,,
CUST000701,False,,
CUST000702,False,,
CUST000703,False,,
CUST000704,True,2026-01-24,Too expensive
CUST000705,False,,
CUST000706,False,,
CUST000707,True,2026-05-18,Household budget cuts
CUST000708,False,,
CUST000709,False,,
CUST000710,True,2026-04-25,Password sharing crackdown
CUST000711,False,,
CUST000712,False,,
CUST000713,True,2026-05-31,No longer needed
CUST000714,True,2026-03-10,Found alternative platform
CUST000715,False,,
CUST000716,True,2026-06-08,Found alternative platform
CUST000717,True,2026-01-18,Not enough content
CUST000718,False,,
CUST000719,False,,
CUST000720,False,,
CUST000721,False,,
CUST000722,False,,
CUST000723,False,,
CUST000724,True,2026-04-26,Household budget cuts
CUST000725,False,,
CUST000726,False,,
CUST000727,False,,
CUST000728,False,,
CUST000729,False,,
CUST000730,False,,
CUST000731,False,,
CUST000732,False,,
CUST000733,False,,
CUST000734,False,,
CUST000735,True,2025-12-14,Content quality decline
CUST000736,False,,
CUST000737,True,2026-06-04,Password sharing crackdown
CUST000738,False,,
CUST000739,False,,
CUST000740,True,2026-01-09,Poor customer service experience
CUST000741,False,,
CUST000742,False,,
CUST000743,False,,
CUST000744,False,,
CUST000745,True,2025-12-13,Password sharing crackdown
CUST000746,False,,
CUST000747,False,,
CUST000748,False,,
CUST000749,True,2026-05-21,Found alternative platform
CUST000750,False,,
CUST000751,True,2026-05-04,Too expensive
CUST000752,False,,
CUST000753,False,,
CUST000754,True,2025-12-15,Payment issues
CUST000755,False,,
CUST000756,False,,
CUST000757,False,,
CUST000758,True,2026-06-02,Technical issues
CUST000759,False,,
CUST000760,False,,
CUST000761,False,,
CUST000762,False,,
CUST000763,False,,
CUST000764,False,,
CUST000765,False,,
CUST000766,False,,
CUST000767,True,2026-04-14,Found alternative platform
CUST000768,False,,
CUST000769,False,,
CUST000770,False,,
CUST000771,False,,
CUST000772,False,,
CUST000773,False,,
CUST000774,False,,
CUST000775,False,,
CUST000776,False,,
CUST000777,False,,
CUST000778,False,,
CUST000779,True,2026-01-18,Technical issues
CUST000780,True,2025-11-25,Too expensive
CUST000781,False,,
CUST000782,False,,
CUST000783,True,2025-11-23,Found alternative platform
CUST000784,False,,
CUST000785,False,,
CUST000786,False,,
CUST000787,False,,
CUST000788,True,2025-10-22,Payment issues
CUST000789,True,2025-12-03,No longer needed
CUST000790,True,2026-04-30,No longer needed
CUST000791,False,,
CUST000792,False,,
CUST000793,False,,
CUST000794,False,,
CUST000795,True,2026-03-16,Found alternative platform
CUST000796,False,,
CUST000797,False,,
CUST000798,False,,
CUST000799,True,2026-06-07,No longer needed
CUST000800,False,,
CUST000801,False,,
CUST000802,False,,
CUST000803,False,,
CUST000804,False,,
CUST000805,False,,
CUST000806,False,,
CUST000807,False,,
CUST000808,False,,
CUST000809,True,2026-05-21,Too expensive
CUST000810,False,,
CUST000811,False,,
CUST000812,False,,
CUST000813,True,2026-06-26,Poor customer service experience
CUST000814,False,,
CUST000815,False,,
CUST000816,True,2025-12-08,Found alternative platform
CUST000817,False,,
CUST000818,False,,
CUST000819,False,,
CUST000820,True,2025-11-11,Household budget cuts
CUST000821,False,,
CUST000822,True,2026-05-04,Too expensive
CUST000823,False,,
CUST000824,False,,
CUST000825,True,2026-04-23,Found alternative platform
CUST000826,False,,
CUST000827,False,,
CUST000828,False,,
CUST000829,False,,
CUST000830,False,,
CUST000831,False,,
CUST000832,False,,
CUST000833,False,,
CUST000834,True,2025-10-03,Poor customer service experience
CUST000835,False,,
CUST000836,False,,
CUST000837,False,,
CUST000838,False,,
CUST000839,False,,
CUST000840,False,,
CUST000841,False,,
CUST000842,False,,
CUST000843,False,,
CUST000844,False,,
CUST000845,True,2026-06-25,Too expensive
CUST000846,False,,
CUST000847,True,2026-05-23,Password sharing crackdown
CUST000848,False,,
CUST000849,False,,
CUST000850,False,,
CUST000851,False,,
CUST000852,True,2026-06-06,Too expensive
CUST000853,False,,
CUST000854,True,2026-04-06,Too expensive
CUST000855,False,,
CUST000856,False,,
CUST000857,True,2026-01-03,Household budget cuts
CUST000858,False,,
CUST000859,True,2025-10-08,Content quality decline
CUST000860,False,,
CUST000861,True,2026-03-01,Household budget cuts
CUST000862,False,,
CUST000863,False,,
CUST000864,False,,
CUST000865,True,2025-11-21,Household budget cuts
CUST000866,True,2026-01-26,Too expensive
CUST000867,False,,
CUST000868,False,,
CUST000869,False,,
CUST000870,False,,
CUST000871,False,,
CUST000872,False,,
CUST000873,True,2026-05-24,Payment issues
CUST000874,True,2026-01-21,No longer needed
CUST000875,False,,
CUST000876,True,2026-02-13,No longer needed
CUST000877,False,,
CUST000878,False,,
CUST000879,False,,
CUST000880,False,,
CUST000881,False,,
CUST000882,False,,
CUST000883,False,,
CUST000884,False,,
CUST000885,False,,
CUST000886,False,,
CUST000887,False,,
CUST000888,False,,
CUST000889,True,2025-10-15,Too expensive
CUST000890,False,,
CUST000891,False,,
CUST000892,False,,
CUST000893,False,,
CUST000894,False,,
CUST000895,False,,
CUST000896,False,,
CUST000897,False,,
CUST000898,True,2025-11-29,Technical issues
CUST000899,True,2026-05-30,Household budget cuts
CUST000900,True,2026-04-23,Payment issues
CUST000901,True,2026-03-07,Payment issues
CUST000902,False,,
CUST000903,False,,
CUST000904,False,,
CUST000905,False,,
CUST000906,False,,
CUST000907,False,,
CUST000908,False,,
CUST000909,False,,
CUST000910,False,,
CUST000911,True,2025-10-17,Not enough content
CUST000912,False,,
CUST000913,False,,
CUST000914,True,2026-05-20,Payment issues
CUST000915,False,,
CUST000916,False,,
CUST000917,False,,
CUST000918,False,,
CUST000919,True,2026-03-27,Not enough content
CUST000920,False,,
CUST000921,True,2026-01-09,Poor customer service experience
CUST000922,True,2026-05-12,Payment issues
CUST000923,False,,
CUST000924,False,,
CUST000925,False,,
CUST000926,False,,
CUST000927,True,2026-03-25,No longer needed
CUST000928,False,,
CUST000929,False,,
CUST000930,False,,
CUST000931,False,,
CUST000932,False,,
CUST000933,False,,
CUST000934,False,,
CUST000935,True,2025-11-23,Content quality decline
CUST000936,True,2026-05-08,Moving / relocation
CUST000937,False,,
CUST000938,False,,
CUST000939,False,,
CUST000940,False,,
CUST000941,False,,
CUST000942,False,,
CUST000943,False,,
CUST000944,False,,
CUST000945,True,2026-01-12,Too expensive
CUST000946,False,,
CUST000947,False,,
CUST000948,False,,
CUST000949,False,,
CUST000950,False,,
CUST000951,True,2025-10-29,Too expensive
CUST000952,False,,
CUST000953,False,,
CUST000954,True,2026-04-08,Found alternative platform
CUST000955,False,,
CUST000956,False,,
CUST000957,False,,
CUST000958,False,,
CUST000959,False,,
CUST000960,True,2026-06-24,Too expensive
CUST000961,False,,
CUST000962,False,,
CUST000963,True,2026-03-11,Moving / relocation
CUST000964,False,,
CUST000965,False,,
CUST000966,True,2026-06-11,No longer needed
CUST000967,False,,
CUST000968,True,2026-05-27,Payment issues
CUST000969,False,,
CUST000970,False,,
CUST000971,False,,
CUST000972,False,,
CUST000973,True,2026-05-02,Too expensive
CUST000974,True,2026-03-05,Technical issues
CUST000975,False,,
CUST000976,True,2026-05-30,Payment issues
CUST000977,True,2025-10-30,Household budget cuts
CUST000978,True,2025-10-21,Technical issues
CUST000979,False,,
CUST000980,False,,
CUST000981,False,,
CUST000982,False,,
CUST000983,False,,
CUST000984,False,,
CUST000985,True,2026-03-18,Password sharing crackdown
CUST000986,False,,
CUST000987,False,,
CUST000988,False,,
CUST000989,False,,
CUST000990,False,,
CUST000991,True,2026-04-02,Found alternative platform
CUST000992,False,,
CUST000993,True,2026-01-01,Content quality decline
CUST000994,True,2025-11-10,No longer needed
CUST000995,False,,
CUST000996,True,2026-04-08,Household budget cuts
CUST000997,True,2025-10-21,Not enough content
CUST000998,False,,
CUST000999,False,,
CUST001000,True,2026-02-13,Poor customer service experience
CUST001001,True,2026-01-29,Technical issues
CUST001002,True,2026-04-14,Not enough content
CUST001003,True,2026-02-07,Technical issues
CUST001004,True,2025-12-18,Found alternative platform
CUST001005,False,,
CUST001006,True,2025-12-16,Household budget cuts
CUST001007,True,2026-04-15,Technical issues
CUST001008,False,,
CUST001009,False,,
CUST001010,False,,
CUST001011,True,2026-01-17,Content quality decline
CUST001012,False,,
CUST001013,False,,
CUST001014,True,2026-04-16,Not enough content
CUST001015,False,,
CUST001016,True,2025-12-31,No longer needed
CUST001017,False,,
CUST001018,False,,
CUST001019,True,2026-01-03,Not enough content
CUST001020,False,,
CUST001021,False,,
CUST001022,True,2026-05-03,Found alternative platform
CUST001023,False,,
CUST001024,False,,
CUST001025,False,,
CUST001026,False,,
CUST001027,True,2025-12-06,Not enough content
CUST001028,False,,
CUST001029,True,2025-11-08,Poor customer service experience
CUST001030,False,,
CUST001031,False,,
CUST001032,False,,
CUST001033,False,,
CUST001034,False,,
CUST001035,False,,
CUST001036,False,,
CUST001037,False,,
CUST001038,False,,
CUST001039,True,2026-01-08,Technical issues
CUST001040,True,2026-04-07,Too expensive
CUST001041,False,,
CUST001042,False,,
CUST001043,False,,
CUST001044,False,,
CUST001045,True,2025-10-27,Found alternative platform
CUST001046,False,,
CUST001047,False,,
CUST001048,False,,
CUST001049,True,2026-03-01,Moving / relocation
CUST001050,False,,
CUST001051,False,,
CUST001052,False,,
CUST001053,False,,
CUST001054,True,2026-01-11,No longer needed
CUST001055,False,,
CUST001056,False,,
CUST001057,False,,
CUST001058,True,2025-10-07,Technical issues
CUST001059,False,,
