customer_id,churn_probability,risk_level
CUST005441,0.9933333333333333,High
CUST007013,0.9933333333333333,High
CUST003989,0.9933333333333333,High
CUST006733,0.9933333333333333,High
CUST004437,0.9933333333333333,High
CUST007669,0.9933333333333333,High
CUST001022,0.9933333333333333,High
CUST001962,0.9933333333333333,High
CUST002018,0.9933333333333333,High
CUST006419,0.9933333333333333,High
CUST001161,0.9933333333333333,High
CUST007494,0.9933333333333333,High
CUST003272,0.9933333333333333,High
CUST003216,0.9933333333333333,High
CUST003185,0.9933333333333333,High
CUST003385,0.9933333333333333,High
CUST003388,0.9933333333333333,High
CUST000187,0.9933333333333333,High
CUST000166,0.9933333333333333,High
CUST006750,0.9933333333333333,High
CUST004397,0.9933333333333333,High
CUST000493,0.9933333333333333,High
CUST000561,0.9933333333333333,High
CUST004040,0.9933333333333333,High
CUST006841,0.9933333333333333,High
CUST005678,0.9933333333333333,High
CUST005653,0.9933333333333333,High
CUST001465,0.9933333333333333,High
CUST007626,0.9933333333333333,High
CUST001151,0.9933333333333333,High
CUST007756,0.9933333333333333,High
CUST003131,0.9933333333333333,High
CUST007114,0.9933333333333333,High
CUST002629,0.9933333333333333,High
CUST002589,0.9933333333333333,High
CUST003033,0.9933333333333333,High
CUST003017,0.9933333333333333,High
CUST003171,0.9933333333333333,High
CUST005668,0.9933333333333333,High
CUST005671,0.9933333333333333,High
CUST004307,0.9933333333333333,High
CUST006774,0.9933333333333333,High
CUST000520,0.9933333333333333,High
CUST005813,0.9933333333333333,High
CUST005749,0.9933333333333333,High
CUST002964,0.9933333333333333,High
CUST002949,0.9933333333333333,High
CUST006368,0.9933333333333333,High
CUST007149,0.9933333333333333,High
CUST007564,0.9933333333333333,High
CUST005925,0.9933333333333333,High
CUST000111,0.9933333333333333,High
CUST005928,0.9933333333333333,High
CUST005931,0.9933333333333333,High
CUST006778,0.9933333333333333,High
CUST006789,0.9933333333333333,High
CUST004191,0.9933333333333333,High
CUST002087,0.9933333333333333,High
CUST006130,0.9933333333333333,High
CUST001271,0.9933333333333333,High
CUST000007,0.99,High
CUST005990,0.99,High
CUST006084,0.99,High
CUST006109,0.99,High
CUST007320,0.99,High
CUST007159,0.99,High
CUST000845,0.99,High
CUST007131,0.99,High
CUST001398,0.99,High
CUST007553,0.99,High
CUST001391,0.99,High
CUST004247,0.99,High
CUST007519,0.99,High
CUST000790,0.99,High
CUST004021,0.99,High
CUST002962,0.99,High
CUST006756,0.99,High
CUST001404,0.99,High
CUST002855,0.99,High
CUST003275,0.99,High
CUST002564,0.99,High
CUST003846,0.99,High
CUST006715,0.99,High
CUST001935,0.99,High
CUST000473,0.99,High
CUST006369,0.99,High
CUST005734,0.99,High
CUST006352,0.99,High
CUST002316,0.99,High
CUST001862,0.99,High
CUST004592,0.99,High
CUST006663,0.99,High
CUST003862,0.99,High
CUST000399,0.99,High
CUST002223,0.99,High
CUST002251,0.99,High
CUST000799,0.99,High
CUST000758,0.99,High
CUST001454,0.99,High
CUST003073,0.99,High
CUST003906,0.99,High
CUST000665,0.99,High
CUST007240,0.99,High
CUST003679,0.99,High
CUST004674,0.99,High
CUST006486,0.99,High
CUST006538,0.99,High
CUST000247,0.99,High
CUST000654,0.99,High
CUST000361,0.99,High
CUST003760,0.99,High
CUST003729,0.99,High
CUST005391,0.99,High
CUST003637,0.99,High
CUST004773,0.99,High
CUST006660,0.99,High
CUST003202,0.99,High
CUST000222,0.99,High
CUST000205,0.99,High
CUST005548,0.99,High
CUST006095,0.99,High
CUST006067,0.99,High
CUST006260,0.99,High
CUST007727,0.99,High
CUST004103,0.99,High
CUST006129,0.99,High
CUST004156,0.99,High
CUST006234,0.99,High
CUST000535,0.99,High
CUST000873,0.99,High
CUST000680,0.99,High
CUST000537,0.99,High
CUST002724,0.99,High
CUST003395,0.99,High
CUST007884,0.99,High
CUST001735,0.99,High
CUST000353,0.99,High
CUST004849,0.99,High
CUST006585,0.99,High
CUST004820,0.99,High
CUST003548,0.99,High
CUST000660,0.99,High
CUST006579,0.99,High
CUST000652,0.99,High
CUST007773,0.99,High
CUST007637,0.99,High
CUST001264,0.9866666666666667,High
CUST002821,0.9866666666666667,High
CUST001014,0.9866666666666667,High
CUST004201,0.9866666666666667,High
CUST004457,0.9866666666666667,High
CUST001397,0.9866666666666667,High
CUST003129,0.9866666666666667,High
CUST003128,0.9866666666666667,High
CUST002956,0.9866666666666667,High
CUST005862,0.9866666666666667,High
CUST005736,0.9866666666666667,High
CUST003818,0.9866666666666667,High
CUST003805,0.9866666666666667,High
CUST004590,0.9866666666666667,High
CUST002622,0.9866666666666667,High
CUST002899,0.9866666666666667,High
CUST000066,0.9866666666666667,High
CUST007188,0.9866666666666667,High
CUST005779,0.9866666666666667,High
CUST005593,0.9866666666666667,High
CUST007936,0.9866666666666667,High
CUST007867,0.9866666666666667,High
CUST003557,0.9866666666666667,High
CUST006483,0.9866666666666667,High
CUST006510,0.9866666666666667,High
CUST002485,0.9866666666666667,High
CUST005583,0.9866666666666667,High
CUST003167,0.9866666666666667,High
CUST002520,0.9866666666666667,High
CUST000317,0.9866666666666667,High
CUST000046,0.9866666666666667,High
CUST004866,0.9866666666666667,High
CUST004928,0.9866666666666667,High
CUST000669,0.9866666666666667,High
CUST004154,0.9866666666666667,High
CUST007186,0.9866666666666667,High
CUST006121,0.9866666666666667,High
CUST006066,0.9866666666666667,High
CUST007596,0.9833333333333333,High
CUST004989,0.9833333333333333,High
CUST001095,0.9833333333333333,High
CUST003649,0.9833333333333333,High
CUST001624,0.9833333333333333,High
CUST004655,0.9833333333333333,High
CUST007887,0.9833333333333333,High
CUST005156,0.9833333333333333,High
CUST004291,0.9833333333333333,High
CUST000558,0.9833333333333333,High
CUST000976,0.9833333333333333,High
CUST002830,0.9833333333333333,High
CUST006011,0.9833333333333333,High
CUST004232,0.9833333333333333,High
CUST003965,0.9833333333333333,High
CUST001877,0.9833333333333333,High
CUST006405,0.9833333333333333,High
CUST007911,0.9833333333333333,High
CUST005407,0.9833333333333333,High
CUST007196,0.9833333333333333,High
CUST003356,0.98,High
CUST000588,0.98,High
CUST002864,0.98,High
CUST004486,0.98,High
CUST002673,0.98,High
CUST000370,0.98,High
CUST002105,0.98,High
CUST001212,0.98,High
CUST007963,0.98,High
CUST001571,0.9766666666666667,High
CUST000854,0.9766666666666667,High
CUST002103,0.7133333333333334,High
CUST004377,0.7033333333333334,High
CUST004634,0.6466666666666666,High
CUST003436,0.6266666666666667,High
CUST007844,0.62,High
CUST001124,0.6166666666666667,High
CUST006518,0.6166666666666667,High
CUST003493,0.61,High
CUST004612,0.5733333333333334,High
CUST000228,0.57,High
CUST005839,0.5666666666666667,High
CUST006337,0.5666666666666667,High
CUST000173,0.5533333333333333,High
CUST006048,0.5433333333333333,High
CUST007826,0.5433333333333333,High
CUST002852,0.5333333333333333,High
CUST006647,0.53,High
CUST002802,0.53,High
CUST007083,0.53,High
CUST006840,0.5266666666666666,High
CUST006605,0.5266666666666666,High
CUST001802,0.5233333333333333,High
CUST007132,0.52,High
CUST007883,0.5133333333333333,High
CUST002746,0.5133333333333333,High
CUST000388,0.5,Medium
CUST007028,0.49666666666666665,Medium
CUST005418,0.49666666666666665,Medium
CUST005709,0.49666666666666665,Medium
CUST006759,0.49666666666666665,Medium
CUST002675,0.49333333333333335,Medium
CUST000532,0.49333333333333335,Medium
CUST002951,0.4866666666666667,Medium
CUST002627,0.48333333333333334,Medium
CUST000192,0.48333333333333334,Medium
CUST000345,0.4766666666666667,Medium
CUST000750,0.4766666666666667,Medium
CUST007560,0.4766666666666667,Medium
CUST002175,0.47333333333333333,Medium
CUST000182,0.47333333333333333,Medium
CUST001502,0.47,Medium
CUST001383,0.4666666666666667,Medium
CUST002689,0.4666666666666667,Medium
CUST002550,0.4633333333333333,Medium
CUST004303,0.45666666666666667,Medium
CUST002917,0.45666666666666667,Medium
CUST002834,0.4533333333333333,Medium
CUST004954,0.4533333333333333,Medium
CUST002626,0.45,Medium
CUST003096,0.45,Medium
CUST006557,0.44666666666666666,Medium
CUST001562,0.44666666666666666,Medium
CUST006493,0.44333333333333336,Medium
CUST007856,0.44333333333333336,Medium
CUST005447,0.44,Medium
CUST007011,0.44,Medium
CUST007583,0.43666666666666665,Medium
CUST006169,0.43666666666666665,Medium
CUST006265,0.43666666666666665,Medium
CUST002259,0.43333333333333335,Medium
CUST007456,0.43333333333333335,Medium
CUST003052,0.43333333333333335,Medium
CUST006251,0.43,Medium
CUST006711,0.4266666666666667,Medium
CUST006122,0.42333333333333334,Medium
CUST006229,0.42333333333333334,Medium
CUST001409,0.42333333333333334,Medium
CUST003032,0.42333333333333334,Medium
CUST004061,0.42333333333333334,Medium
CUST005475,0.42,Medium
CUST007075,0.4166666666666667,Medium
CUST002955,0.4166666666666667,Medium
CUST004848,0.4166666666666667,Medium
CUST003225,0.4166666666666667,Medium
CUST002815,0.4166666666666667,Medium
CUST004459,0.41333333333333333,Medium
CUST004174,0.41333333333333333,Medium
CUST005811,0.41333333333333333,Medium
CUST005500,0.41333333333333333,Medium
CUST002969,0.41333333333333333,Medium
CUST004350,0.41,Medium
CUST006620,0.41,Medium
CUST007667,0.41,Medium
CUST005832,0.4066666666666667,Medium
CUST003787,0.4066666666666667,Medium
CUST001861,0.4066666666666667,Medium
CUST003507,0.4066666666666667,Medium
CUST004455,0.4066666666666667,Medium
CUST001274,0.4033333333333333,Medium
CUST000165,0.4033333333333333,Medium
CUST005854,0.4,Medium
CUST003265,0.4,Medium
CUST005119,0.39666666666666667,Medium
CUST002595,0.3933333333333333,Medium
CUST007489,0.3933333333333333,Medium
CUST002676,0.3933333333333333,Medium
CUST003682,0.3933333333333333,Medium
CUST005024,0.3933333333333333,Medium
CUST004785,0.3933333333333333,Medium
CUST005310,0.3933333333333333,Medium
CUST003779,0.39,Medium
CUST001905,0.39,Medium
CUST002476,0.38666666666666666,Medium
CUST007894,0.38666666666666666,Medium
CUST004629,0.38666666666666666,Medium
CUST002514,0.38666666666666666,Medium
CUST001938,0.38333333333333336,Medium
CUST003414,0.38333333333333336,Medium
CUST002975,0.38333333333333336,Medium
CUST003975,0.38,Medium
CUST007411,0.38,Medium
CUST003384,0.38,Medium
CUST001732,0.37666666666666665,Medium
CUST002157,0.37666666666666665,Medium
CUST005984,0.37666666666666665,Medium
CUST001146,0.37666666666666665,Medium
CUST003479,0.37666666666666665,Medium
CUST003186,0.37666666666666665,Medium
CUST007397,0.37666666666666665,Medium
CUST005667,0.37666666666666665,Medium
CUST000995,0.37333333333333335,Medium
CUST006631,0.37333333333333335,Medium
CUST007247,0.37333333333333335,Medium
CUST004302,0.37333333333333335,Medium
CUST000149,0.37333333333333335,Medium
CUST004696,0.37333333333333335,Medium
CUST006308,0.37,Medium
CUST002374,0.37,Medium
CUST006987,0.37,Medium
CUST005831,0.37,Medium
CUST003543,0.36666666666666664,Medium
CUST003876,0.36666666666666664,Medium
CUST004188,0.36666666666666664,Medium
CUST000747,0.36333333333333334,Medium
CUST000718,0.36333333333333334,Medium
CUST001987,0.36333333333333334,Medium
CUST007992,0.36333333333333334,Medium
CUST002577,0.36,Medium
CUST005549,0.36,Medium
CUST007719,0.3566666666666667,Medium
CUST005615,0.3566666666666667,Medium
CUST005917,0.3566666666666667,Medium
CUST002889,0.3566666666666667,Medium
CUST007892,0.3566666666666667,Medium
CUST006947,0.3566666666666667,Medium
CUST004099,0.3566666666666667,Medium
CUST004228,0.3566666666666667,Medium
CUST000101,0.3566666666666667,Medium
CUST006444,0.35333333333333333,Medium
CUST000234,0.35333333333333333,Medium
CUST007623,0.35333333333333333,Medium
CUST003678,0.35333333333333333,Medium
CUST002462,0.35333333333333333,Medium
CUST001736,0.35,Medium
CUST003751,0.35,Medium
CUST007962,0.35,Medium
CUST007171,0.35,Medium
CUST003813,0.35,Medium
CUST006561,0.3466666666666667,Medium
CUST006955,0.3466666666666667,Medium
CUST006268,0.3466666666666667,Medium
CUST005610,0.3466666666666667,Medium
CUST007312,0.3466666666666667,Medium
CUST004311,0.3466666666666667,Medium
CUST001849,0.3466666666666667,Medium
CUST004652,0.3466666666666667,Medium
CUST002261,0.3466666666666667,Medium
CUST005724,0.3466666666666667,Medium
CUST002985,0.3433333333333333,Medium
CUST004376,0.3433333333333333,Medium
CUST001125,0.3433333333333333,Medium
CUST001587,0.3433333333333333,Medium
CUST007095,0.34,Medium
CUST000140,0.34,Medium
CUST002659,0.34,Medium
CUST006321,0.34,Medium
CUST006862,0.34,Medium
CUST004503,0.34,Medium
CUST004131,0.34,Medium
CUST004604,0.34,Medium
CUST001067,0.34,Medium
CUST004880,0.34,Medium
CUST001194,0.33666666666666667,Medium
CUST000281,0.33666666666666667,Medium
CUST000206,0.33666666666666667,Medium
CUST004739,0.33666666666666667,Medium
CUST007854,0.33666666666666667,Medium
CUST001968,0.33666666666666667,Medium
CUST007263,0.33666666666666667,Medium
CUST003904,0.33666666666666667,Medium
CUST006166,0.33666666666666667,Medium
CUST002137,0.3333333333333333,Medium
CUST000684,0.3333333333333333,Medium
CUST003429,0.3333333333333333,Medium
CUST003955,0.3333333333333333,Medium
CUST004794,0.3333333333333333,Medium
CUST005713,0.3333333333333333,Medium
CUST005680,0.3333333333333333,Medium
CUST003253,0.3333333333333333,Medium
CUST000922,0.33,Medium
CUST003951,0.33,Medium
CUST003867,0.33,Medium
CUST005707,0.33,Medium
CUST004734,0.33,Medium
CUST006059,0.33,Medium
CUST002728,0.33,Medium
CUST000688,0.33,Medium
CUST002726,0.33,Medium
CUST004597,0.33,Medium
CUST001878,0.32666666666666666,Medium
CUST006872,0.32666666666666666,Medium
CUST000209,0.32666666666666666,Medium
CUST007144,0.3233333333333333,Medium
CUST005699,0.3233333333333333,Medium
CUST000466,0.3233333333333333,Medium
CUST002538,0.3233333333333333,Medium
CUST004052,0.3233333333333333,Medium
CUST002211,0.3233333333333333,Medium
CUST004079,0.3233333333333333,Medium
CUST002210,0.3233333333333333,Medium
CUST002062,0.32,Medium
CUST007265,0.32,Medium
CUST001316,0.32,Medium
CUST002372,0.32,Medium
CUST000375,0.32,Medium
CUST004931,0.32,Medium
CUST003689,0.31666666666666665,Medium
CUST002658,0.31666666666666665,Medium
CUST000630,0.31666666666666665,Medium
CUST000018,0.31666666666666665,Medium
CUST002061,0.31666666666666665,Medium
CUST003803,0.31666666666666665,Medium
CUST007344,0.31666666666666665,Medium
CUST005522,0.31666666666666665,Medium
CUST006079,0.31333333333333335,Medium
CUST005519,0.31333333333333335,Medium
CUST007209,0.31333333333333335,Medium
CUST004599,0.31333333333333335,Medium
CUST000220,0.31333333333333335,Medium
CUST006372,0.31333333333333335,Medium
CUST003464,0.31333333333333335,Medium
CUST004176,0.31333333333333335,Medium
CUST004012,0.31333333333333335,Medium
CUST002177,0.31333333333333335,Medium
CUST001321,0.31333333333333335,Medium
CUST003488,0.31333333333333335,Medium
CUST000106,0.31333333333333335,Medium
CUST004250,0.31,Medium
CUST006355,0.31,Medium
CUST001996,0.31,Medium
CUST001992,0.31,Medium
CUST004339,0.31,Medium
CUST006242,0.31,Medium
CUST003712,0.31,Medium
CUST007979,0.31,Medium
CUST003886,0.31,Medium
CUST001169,0.31,Medium
CUST004750,0.31,Medium
CUST004940,0.31,Medium
CUST007410,0.31,Medium
CUST006398,0.31,Medium
CUST002827,0.31,Medium
CUST001604,0.31,Medium
CUST004315,0.30666666666666664,Medium
CUST004123,0.30666666666666664,Medium
CUST003465,0.30666666666666664,Medium
CUST007712,0.30666666666666664,Medium
CUST005758,0.30666666666666664,Medium
CUST005451,0.30666666666666664,Medium
CUST000323,0.30666666666666664,Medium
CUST007368,0.30666666666666664,Medium
CUST001740,0.30666666666666664,Medium
CUST000389,0.30333333333333334,Medium
CUST004494,0.30333333333333334,Medium
CUST001040,0.30333333333333334,Medium
CUST001698,0.30333333333333334,Medium
CUST007130,0.30333333333333334,Medium
CUST005175,0.30333333333333334,Medium
CUST005427,0.30333333333333334,Medium
CUST006427,0.30333333333333334,Medium
CUST000986,0.30333333333333334,Medium
CUST006803,0.30333333333333334,Medium
CUST003743,0.3,Medium
CUST000024,0.3,Medium
CUST000022,0.3,Medium
CUST000913,0.3,Medium
CUST004261,0.3,Medium
CUST004049,0.3,Medium
CUST005121,0.3,Medium
CUST004542,0.3,Medium
CUST005094,0.3,Medium
CUST005125,0.3,Medium
CUST000396,0.3,Medium
CUST003152,0.3,Medium
CUST002819,0.3,Medium
CUST000266,0.3,Medium
CUST000502,0.3,Medium
CUST001260,0.3,Medium
CUST007612,0.3,Medium
CUST003730,0.3,Medium
CUST002414,0.2966666666666667,Medium
CUST004378,0.2966666666666667,Medium
CUST006772,0.2966666666666667,Medium
CUST002178,0.2966666666666667,Medium
CUST003148,0.2966666666666667,Medium
CUST005997,0.2966666666666667,Medium
CUST007225,0.2966666666666667,Medium
CUST003480,0.2966666666666667,Medium
CUST002294,0.2966666666666667,Medium
CUST002301,0.2966666666666667,Medium
CUST004280,0.2966666666666667,Medium
CUST002812,0.2966666666666667,Medium
CUST005564,0.2966666666666667,Medium
CUST003242,0.2966666666666667,Medium
CUST007216,0.2966666666666667,Medium
CUST001982,0.2966666666666667,Medium
CUST004498,0.2966666666666667,Medium
CUST007079,0.2966666666666667,Medium
CUST000005,0.29333333333333333,Medium
CUST004121,0.29333333333333333,Medium
CUST001272,0.29333333333333333,Medium
